ANNEE,SEXE,AGE,CSP,AGGLOMERATION,DIPLOME,REGION,INTERNET,EQUIPEMENT,DIVERTISSEMENT,EMPLFORM,COMMUNICATION,ADMINISTRATIF,ACHATS,SECURITE
2007,Homme,25-39 ans,Indépendant,Communes rurales,Non diplômé,,Oui,Oui,Non,Non,,Non,Oui,
2007,Homme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,70 ans et plus,Retraité,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Homme,25-39 ans,Employé,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,60-69 ans,Retraité,Communes rurales,BEPC,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Profession Intermédiaire,Communes rurales,BAC,,Non,Oui,Non,,,,,
2007,Femme,25-39 ans,Profession Intermédiaire,2 000 à 20 000 hab.,BAC,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,40-59 ans,Ouvrier,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,18-24 ans,Autre inactif,Agglomération parisienne,BAC,,Oui,Oui,Non,Oui,,Non,Oui,
2007,Femme,25-39 ans,Cadre,Agglomération parisienne,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Diplômé du supérieur,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Personne au foyer,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,18-24 ans,Autre inactif,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Femme,60-69 ans,Profession Intermédiaire,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Personne au foyer,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,40-59 ans,Employé,Communes rurales,BEPC,,Non,Non,Non,,,,,
2007,Homme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,40-59 ans,Personne au foyer,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,18-24 ans,Personne au foyer,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,18-24 ans,Employé,Plus de 100 000 hab.,BAC,,Oui,Oui,Non,Oui,,Non,Oui,
2007,Femme,25-39 ans,Employé,Communes rurales,BEPC,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,40-59 ans,Profession Intermédiaire,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,18-24 ans,Autre inactif,2 000 à 20 000 hab.,Non diplômé,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Femme,40-59 ans,Employé,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Employé,2 000 à 20 000 hab.,Non diplômé,,Oui,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,25-39 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,18-24 ans,Autre inactif,Plus de 100 000 hab.,BAC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Femme,60-69 ans,Retraité,Plus de 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,25-39 ans,Profession Intermédiaire,Plus de 100 000 hab.,BAC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,18-24 ans,Autre inactif,Plus de 100 000 hab.,BAC,,Non,Oui,Non,Non,,Oui,Non,
2007,Femme,60-69 ans,Personne au foyer,20 000 à 100 000 hab.,Non diplômé,,Oui,Oui,Non,,,,,
2007,Homme,18-24 ans,Autre inactif,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Homme,40-59 ans,Cadre,20 000 à 100 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Oui,,Oui,Oui,
2007,Femme,18-24 ans,Autre inactif,Plus de 100 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Non,,Oui,Non,
2007,Homme,25-39 ans,Profession Intermédiaire,Communes rurales,BEPC,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Femme,25-39 ans,Employé,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,40-59 ans,Profession Intermédiaire,Communes rurales,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,70 ans et plus,Retraité,Communes rurales,BAC,,Non,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,Communes rurales,Diplômé du supérieur,,Non,Oui,Non,,,,,
2007,Femme,60-69 ans,Personne au foyer,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Employé,2 000 à 20 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,Non diplômé,,Non,Oui,Non,Oui,,Non,Non,
2007,Homme,25-39 ans,Cadre,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,40-59 ans,Profession Intermédiaire,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,40-59 ans,Ouvrier,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,Plus de 100 000 hab.,BEPC,,Non,Non,Non,,,,,
2007,Femme,60-69 ans,Personne au foyer,Communes rurales,BEPC,,Oui,Oui,Non,,,,,
2007,Femme,25-39 ans,Profession Intermédiaire,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,18-24 ans,Autre inactif,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Homme,25-39 ans,Ouvrier,Communes rurales,BAC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Homme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,25-39 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,25-39 ans,Ouvrier,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Personne au foyer,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,40-59 ans,Personne au foyer,Communes rurales,BEPC,,Non,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,60-69 ans,Retraité,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,40-59 ans,Ouvrier,Communes rurales,BEPC,,Oui,Oui,Non,Oui,,Non,Non,
2007,Femme,25-39 ans,Personne au foyer,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,70 ans et plus,Retraité,Communes rurales,BAC,,Non,Oui,Non,,,,,
2007,Femme,60-69 ans,Retraité,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Oui,,Oui,Non,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Personne au foyer,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Ouvrier,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Femme,18-24 ans,Personne au foyer,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,40-59 ans,Employé,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,70 ans et plus,Retraité,2 000 à 20 000 hab.,BEPC,,Non,Non,Non,,,,,
2007,Homme,25-39 ans,Profession Intermédiaire,2 000 à 20 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,25-39 ans,Ouvrier,2 000 à 20 000 hab.,BAC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,25-39 ans,Profession Intermédiaire,2 000 à 20 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Oui,,Oui,Non,
2007,Homme,18-24 ans,Employé,2 000 à 20 000 hab.,BAC,,Non,Oui,Non,Non,,Oui,Oui,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,BAC,,Non,Oui,Non,Oui,,Oui,Non,
2007,Femme,40-59 ans,Personne au foyer,2 000 à 20 000 hab.,BAC,,Non,Non,Non,,,,,
2007,Homme,40-59 ans,Cadre,2 000 à 20 000 hab.,BAC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,18-24 ans,Employé,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,40-59 ans,Employé,20 000 à 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,60-69 ans,Retraité,20 000 à 100 000 hab.,BEPC,,Non,Non,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,20 000 à 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,25-39 ans,Employé,20 000 à 100 000 hab.,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Employé,20 000 à 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,60-69 ans,Retraité,20 000 à 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Employé,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Cadre,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Femme,18-24 ans,Autre inactif,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,40-59 ans,Personne au foyer,2 000 à 20 000 hab.,Non diplômé,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,40-59 ans,Profession Intermédiaire,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,BAC,,Non,Non,Non,,,,,
2007,Femme,60-69 ans,Personne au foyer,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Femme,40-59 ans,Employé,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Non,Oui,
2007,Homme,40-59 ans,Profession Intermédiaire,Communes rurales,BEPC,,Non,Non,Non,Non,,Oui,Oui,
2007,Femme,60-69 ans,Employé,Communes rurales,BAC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,40-59 ans,Cadre,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,40-59 ans,Employé,Communes rurales,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,60-69 ans,Retraité,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Indépendant,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,18-24 ans,Autre inactif,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Non,Oui,
2007,Femme,40-59 ans,Employé,Communes rurales,BEPC,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Cadre,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,BAC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,25-39 ans,Employé,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Oui,
2007,Femme,40-59 ans,Ouvrier,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Homme,40-59 ans,Ouvrier,Plus de 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Non,Non,
2007,Femme,18-24 ans,Ouvrier,Plus de 100 000 hab.,BAC,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Femme,40-59 ans,Personne au foyer,Communes rurales,Non diplômé,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,60-69 ans,Personne au foyer,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Indépendant,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Homme,18-24 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,60-69 ans,Retraité,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,25-39 ans,Cadre,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,70 ans et plus,Retraité,Plus de 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,25-39 ans,Personne au foyer,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Diplômé du supérieur,,Non,Non,Non,,,,,
2007,Homme,25-39 ans,Indépendant,20 000 à 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,40-59 ans,Profession Intermédiaire,20 000 à 100 000 hab.,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Retraité,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Non,
2007,Femme,60-69 ans,Retraité,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Profession Intermédiaire,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,25-39 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,25-39 ans,Ouvrier,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,40-59 ans,Cadre,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Homme,40-59 ans,Ouvrier,Plus de 100 000 hab.,Diplômé du supérieur,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Employé,Plus de 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Retraité,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,60-69 ans,Retraité,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,70 ans et plus,Retraité,Plus de 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,70 ans et plus,Personne au foyer,Plus de 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,40-59 ans,Cadre,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,18-24 ans,Employé,Plus de 100 000 hab.,BAC,,Non,Oui,Non,Oui,,Oui,Oui,
2007,Femme,18-24 ans,Autre inactif,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,25-39 ans,Ouvrier,Plus de 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,18-24 ans,Autre inactif,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,40-59 ans,Ouvrier,2 000 à 20 000 hab.,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Femme,18-24 ans,Autre inactif,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Non,Non,
2007,Homme,40-59 ans,Indépendant,Communes rurales,BEPC,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Personne au foyer,Communes rurales,Non diplômé,,Oui,Oui,Non,,,,,
2007,Homme,25-39 ans,Employé,2 000 à 20 000 hab.,BAC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,40-59 ans,Employé,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Femme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,60-69 ans,Retraité,2 000 à 20 000 hab.,BEPC,,Non,Non,Non,,,,,
2007,Homme,40-59 ans,Cadre,2 000 à 20 000 hab.,BAC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,25-39 ans,Profession Intermédiaire,2 000 à 20 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,25-39 ans,Ouvrier,2 000 à 20 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,40-59 ans,Cadre,20 000 à 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,60-69 ans,Retraité,20 000 à 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,40-59 ans,Ouvrier,20 000 à 100 000 hab.,Non diplômé,,Oui,Oui,Non,Oui,,Non,Oui,
2007,Femme,25-39 ans,Employé,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,40-59 ans,Ouvrier,Communes rurales,Non diplômé,,Oui,Oui,Non,,,,,
2007,Femme,25-39 ans,Personne au foyer,Communes rurales,BAC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Homme,60-69 ans,Retraité,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,40-59 ans,Cadre,Communes rurales,BAC,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Non,Non,
2007,Homme,60-69 ans,Retraité,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,25-39 ans,Cadre,Plus de 100 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Oui,,Oui,Oui,
2007,Femme,70 ans et plus,Retraité,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,60-69 ans,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,25-39 ans,Employé,2 000 à 20 000 hab.,BAC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,25-39 ans,Ouvrier,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Femme,70 ans et plus,Retraité,2 000 à 20 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,40-59 ans,Profession Intermédiaire,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Non,
2007,Femme,40-59 ans,Employé,2 000 à 20 000 hab.,BEPC,,Oui,Oui,Non,,,,,
2007,Femme,40-59 ans,Ouvrier,2 000 à 20 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,70 ans et plus,Personne au foyer,Plus de 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,40-59 ans,Ouvrier,Plus de 100 000 hab.,Non diplômé,,Non,Oui,Non,Non,,Non,Non,
2007,Homme,60-69 ans,Retraité,Plus de 100 000 hab.,Non diplômé,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,40-59 ans,Employé,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,70 ans et plus,Retraité,Plus de 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,25-39 ans,Profession Intermédiaire,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,40-59 ans,Employé,Communes rurales,BEPC,,Oui,Oui,Non,Non,,Non,Oui,
2007,Femme,70 ans et plus,Retraité,20 000 à 100 000 hab.,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,40-59 ans,Employé,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Non,Oui,
2007,Femme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Femme,40-59 ans,Profession Intermédiaire,Communes rurales,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,60-69 ans,Retraité,Communes rurales,BAC,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Indépendant,Communes rurales,Non diplômé,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Homme,60-69 ans,Retraité,Communes rurales,Non diplômé,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Employé,Communes rurales,BEPC,,Non,Oui,Non,Non,,Non,Non,
2007,Femme,70 ans et plus,Retraité,Communes rurales,Non diplômé,,Non,Non,Non,,,,,
2007,Homme,70 ans et plus,Retraité,Communes rurales,BAC,,Non,Oui,Non,Non,,Non,Non,
2007,Femme,25-39 ans,Personne au foyer,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,70 ans et plus,Retraité,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Non,,Oui,Non,
2007,Homme,40-59 ans,Retraité,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,40-59 ans,Employé,Plus de 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,25-39 ans,Ouvrier,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,,,,,
2007,Femme,18-24 ans,Autre inactif,Plus de 100 000 hab.,BEPC,,Non,Oui,Non,Non,,Non,Oui,
2007,Homme,40-59 ans,Cadre,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Non,,Oui,Non,
2007,Femme,40-59 ans,Profession Intermédiaire,Plus de 100 000 hab.,BAC,,Oui,Oui,Non,Non,,Oui,Oui,
2007,Femme,18-24 ans,Autre inactif,Plus de 100 000 hab.,Diplômé du supérieur,,Non,Oui,Non,Oui,,Oui,Oui,
2007,Femme,40-59 ans,Employé,20 000 à 100 000 hab.,BEPC,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Femme,18-24 ans,Personne au foyer,Plus de 100 000 hab.,Diplômé du supérieur,,Oui,Oui,Non,Oui,,Oui,Oui,
2007,Homme,60-69 ans,Retraité,20 000 à 100 000 hab.,BEPC,,Non,Non,Non,,,,,
2007,Homme,60-69 ans,Retraité,20 000 à 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
2007,Homme,25-39 ans,Ouvrier,20 000 à 100 000 hab.,Non diplômé,,Non,Oui,Non,,,,,
